TOA5,38694,Table_MTO_MZAAR,
TIMESTAMP,SW_OUT_Avg,WS,WD
TS,,m/s,Degrees
,Avg,WVc,WVc
2020-02-02 05:30:00,37.52314,0.007,191.2
2020-02-02 06:00:00,106.2484,0,0
2020-02-02 06:30:00,192.648,0,0
2020-02-02 07:00:00,272.5917,0,0
2020-02-02 07:30:00,344.5379,0,0
2020-02-02 08:00:00,403.0361,0.723,168.1
2020-02-02 08:30:00,458.9907,0.017,180.6
2020-02-02 09:00:00,505.6126,0,274
2020-02-02 09:30:00,526.542,1.41,268.7
2020-02-02 10:00:00,516.7881,2.418,264.9
2020-02-02 10:30:00,526.5762,2.913,274.4
2020-02-02 11:00:00,544.2819,4.487,273
2020-02-02 11:30:00,519.4136,3.221,286.9
2020-02-02 12:00:00,476.5213,2.503,274.9
2020-02-02 12:30:00,410.0378,1.92,285.3
2020-02-02 13:00:00,340.251,2.139,238.7
2020-02-02 13:30:00,416.0717,2.145,222.6
2020-02-02 14:00:00,382.4392,0.151,237
2020-02-02 14:30:00,295.3302,1.423,249.9
2020-02-02 15:00:00,169.1346,1.715,251.3
2020-02-02 15:30:00,22.38509,1.667,263.4
2020-02-02 16:00:00,2.117599,2.009,265
2020-02-02 16:30:00,2.700887,1.77,274.8
2020-02-02 17:00:00,2.343533,2.178,269.7
2020-02-02 17:30:00,2.597453,1.91,294.8
2020-02-02 18:00:00,2.025976,2.04,287.1
2020-02-02 18:30:00,1.940694,1.577,285.2
2020-02-02 19:00:00,2.016957,2.206,269.9
2020-02-02 19:30:00,1.619743,2.689,243
2020-02-02 20:00:00,2.350984,2.73,262.6
2020-02-02 20:30:00,1.751198,4.907,268.9
2020-02-02 21:00:00,1.73441,4.357,265.1
2020-02-02 21:30:00,2.103429,4.053,276.6
2020-02-02 22:00:00,1.641851,4.571,271.6
2020-02-02 22:30:00,1.610946,5.463,265.5
2020-02-02 23:00:00,1.544773,5.508,258.1
2020-02-02 23:30:00,1.82463,5.656,254.2
2020-02-03 00:00:00,1.516912,4.903,271.5
2020-02-03 00:30:00,1.385346,4.447,273.2
2020-02-03 01:00:00,1.685162,3.52,284.9
2020-02-03 01:30:00,1.211315,4.286,276.2
2020-02-03 02:00:00,1.115357,4.191,257.7
2020-02-03 02:30:00,1.090392,3.993,264.7
2020-02-03 03:00:00,0.665804,4.48,267.3
2020-02-03 03:30:00,0.8822719,4.087,263
2020-02-03 04:00:00,1.209578,3.634,279
2020-02-03 04:30:00,1.460534,5.363,266.8
2020-02-03 05:00:00,17.97439,5.599,263.6
2020-02-03 05:30:00,43.55585,4.785,267.5
2020-02-03 06:00:00,121.0494,6.109,263.6
2020-02-03 06:30:00,152.0739,7.008,256.6
2020-02-03 07:00:00,237.461,6.938,256.9
2020-02-03 07:30:00,297.7776,6.413,261.7
2020-02-03 08:00:00,435.8828,7.408,267.1
2020-02-03 08:30:00,465.4507,7.611,264.7
2020-02-03 09:00:00,493.5479,5.117,266.9
2020-02-03 09:30:00,536.3497,2.986,280.4
2020-02-03 10:00:00,562.1529,3.364,283.7
2020-02-03 10:30:00,551.051,3.247,284.6
2020-02-03 11:00:00,553.6027,4.78,281.2
2020-02-03 11:30:00,593.6215,5.113,281.8
2020-02-03 12:00:00,459.476,6.126,270.8
2020-02-03 12:30:00,481.8308,5.726,276.3
2020-02-03 13:00:00,415.0132,6.36,271.6
2020-02-03 13:30:00,354.7252,6.654,266.3
2020-02-03 14:00:00,295.0836,6.77,268.8
2020-02-03 14:30:00,166.3086,6.29,267.1
2020-02-03 15:00:00,55.85276,7.029,262.2
2020-02-03 15:30:00,5.762974,7.351,264.8
2020-02-03 16:00:00,0.6749722,7.69,265.8
2020-02-03 16:30:00,0.401284,8.17,270.4
2020-02-03 17:00:00,0.5899369,6.355,271.1
2020-02-03 17:30:00,0.7189628,7.651,256.6
2020-02-03 18:00:00,0.9037012,6.56,262.7
2020-02-03 18:30:00,1.191551,5.249,276.7
2020-02-03 19:00:00,0.9244734,7.132,259.4
2020-02-03 19:30:00,0.8667574,7.065,248.6
2020-02-03 20:00:00,0.6500082,7.179,245.8
2020-02-03 20:30:00,0.5847853,7.78,250.4
2020-02-03 21:00:00,0.863937,7.908,251.8
2020-02-03 21:30:00,0.4799825,8.23,262.7
2020-02-03 22:00:00,0.7419198,7.838,268.3
2020-02-03 22:30:00,0.7496379,7.38,273.2
2020-02-03 23:00:00,0.8007282,6.841,275.7
2020-02-03 23:30:00,0.9411383,5.49,269.4
2020-02-04 00:00:00,1.025284,4.918,287.4
2020-02-04 00:30:00,0.8724161,4.16,298.1
2020-02-04 01:00:00,0.98918,3.996,287
2020-02-04 01:30:00,1.188404,3.028,291.3
2020-02-04 02:00:00,1.231108,3.102,289.8
2020-02-04 02:30:00,1.199055,2.477,298.3
2020-02-04 03:00:00,1.375831,1.832,301.7
2020-02-04 03:30:00,1.086199,1.818,313.9
2020-02-04 04:00:00,0.1942489,1.439,295.5
2020-02-04 04:30:00,0.9636016,3.077,339.2
2020-02-04 05:00:00,12.08859,2.701,354.8
2020-02-04 05:30:00,45.25509,3.025,354.6
2020-02-04 06:00:00,101.8971,2.646,3.001
2020-02-04 06:30:00,156.5253,2.378,358.2
2020-02-04 07:00:00,246.9198,3.459,334.9
2020-02-04 07:30:00,247.116,4.094,327
2020-02-04 08:00:00,320.2616,3.855,333.7
2020-02-04 08:30:00,332.9782,3.625,334.9
2020-02-04 09:00:00,332.1772,3.018,306
2020-02-04 09:30:00,455.6716,3.681,323.9
2020-02-04 10:00:00,429.8044,4.171,318.1
2020-02-04 10:30:00,382.7387,4.557,327.3
2020-02-04 11:00:00,397.8831,4.821,314.4
2020-02-04 11:30:00,352.105,4.793,313.8
2020-02-04 12:00:00,322.0628,3.675,317.4
2020-02-04 12:30:00,263.2567,4.043,311.6
2020-02-04 13:00:00,188.8221,4.856,309.4
2020-02-04 13:30:00,133.19,5.41,301.9
2020-02-04 14:00:00,97.1931,5.283,295.5
2020-02-04 14:30:00,60.58153,5.949,292.9
2020-02-04 15:00:00,19.61462,6.48,299.6
2020-02-04 15:30:00,2.098598,6.871,305.8
2020-02-04 16:00:00,0,6.286,311.1
2020-02-04 16:30:00,0.001958779,6.563,309.9
2020-02-04 17:00:00,0.06940261,7.383,303
2020-02-04 17:30:00,0.002760021,7.534,307
2020-02-04 18:00:00,0.001335514,7.118,307.2
2020-02-04 18:30:00,0.01402278,6.35,308.8
2020-02-04 19:00:00,0.007345332,7.006,309.6
2020-02-04 19:30:00,0,6.074,312.5
2020-02-04 20:00:00,0.1262033,6.343,305.6
2020-02-04 20:30:00,0.3085064,7.794,296.8
2020-02-04 21:00:00,0.2428033,8.83,294.9
2020-02-04 21:30:00,0.2297629,9.5,295
2020-02-04 22:00:00,0.2005629,9.17,302
2020-02-04 22:30:00,0.05769901,7.294,305.8
2020-02-04 23:00:00,0.1433133,5.762,315
2020-02-04 23:30:00,0.0460787,6.102,314.3
2020-02-05 00:00:00,0.0396211,6.658,310.8
2020-02-05 00:30:00,0.02795679,8.14,307.4
2020-02-05 01:00:00,0.03080594,7.968,310.5
2020-02-05 01:30:00,0.1084876,8.22,313.4
2020-02-05 02:00:00,0.05244112,9.9,305.3
2020-02-05 02:30:00,0.1427209,10.63,301.2
2020-02-05 03:00:00,0.02288161,9.61,302.6
2020-02-05 03:30:00,0.06575109,10.03,304.6
2020-02-05 04:00:00,0.06579627,10.27,307.9
2020-02-05 04:30:00,1.074929,11.42,304.8
2020-02-05 05:00:00,12.45915,11.79,304.9
2020-02-05 05:30:00,72.24444,10.47,311.8
2020-02-05 06:00:00,134.9984,9.32,316.9
2020-02-05 06:30:00,223.9743,9.86,308.3
2020-02-05 07:00:00,299.8966,10.04,304.3
2020-02-05 07:30:00,357.2667,10.78,299.9
2020-02-05 08:00:00,402.635,11.37,299.2
2020-02-05 08:30:00,445.1931,11.58,298.4
2020-02-05 09:00:00,479.6799,12.98,300.7
2020-02-05 09:30:00,507.5324,13.59,301.6
2020-02-05 10:00:00,526.3062,13.73,302.3
2020-02-05 10:30:00,533.8301,14.31,300.6
2020-02-05 11:00:00,529.5601,13.92,300
2020-02-05 11:30:00,520.458,13.32,299.7
2020-02-05 12:00:00,489.1382,13.2,299.7
2020-02-05 12:30:00,448.784,13.07,298
2020-02-05 13:00:00,398.3037,13.9,295.6
2020-02-05 13:30:00,337.265,12.99,297.4
2020-02-05 14:00:00,271.4115,12.68,298.8
2020-02-05 14:30:00,191.482,12.94,298.3
2020-02-05 15:00:00,98.37128,12.53,299
2020-02-05 15:30:00,16.26775,11.9,295
2020-02-05 16:00:00,0.6404443,12.82,296.4
2020-02-05 16:30:00,0.6326209,13.12,299.1
2020-02-05 17:00:00,0.5721299,13.25,302
2020-02-05 17:30:00,0.6202136,13.61,301.5
2020-02-05 18:00:00,0.8008178,12.88,302.7
2020-02-05 18:30:00,0.6385158,13.56,301.6
2020-02-05 19:00:00,0.6489662,13.6,301.7
2020-02-05 19:30:00,0.5285988,13.7,300.7
2020-02-05 20:00:00,0.6395363,13.79,299.7
2020-02-05 20:30:00,0.5306346,14.57,298.3
2020-02-05 21:00:00,0.4703847,15.27,296.2
2020-02-05 21:30:00,0.5632774,15.37,297.1
2020-02-05 22:00:00,0.4782118,15.34,298.9
2020-02-05 22:30:00,0.659783,14.51,301
2020-02-05 23:00:00,0.4965571,13,303.1
2020-02-05 23:30:00,0.6092331,13.2,304.3
2020-02-06 00:00:00,0.5604545,13.43,304.4
2020-02-06 00:30:00,0.5733705,13.97,302.3
2020-02-06 01:00:00,0.5097827,15.48,297.7
2020-02-06 01:30:00,0.4594201,15.53,296.1
2020-02-06 02:00:00,0.3892095,15.43,296.6
2020-02-06 02:30:00,0.4907547,15.77,294.6
2020-02-06 03:00:00,0.3826205,16.16,293.4
2020-02-06 03:30:00,0.362994,15.63,294.1
2020-02-06 04:00:00,0.4930838,15.15,296.2
2020-02-06 04:30:00,1.360762,15.81,293
2020-02-06 05:00:00,11.94854,15.86,293
2020-02-06 05:30:00,58.13367,14.83,295
2020-02-06 06:00:00,133.5599,14.4,296.3
2020-02-06 06:30:00,209.8157,16.08,291.6
2020-02-06 07:00:00,282.9701,15.73,290.3
2020-02-06 07:30:00,351.3221,16.93,289.2
2020-02-06 08:00:00,411.4844,16.45,288.6
2020-02-06 08:30:00,461.1252,16.39,286.8
2020-02-06 09:00:00,499.9475,15.4,287.8
2020-02-06 09:30:00,529.5215,14.94,288.4
2020-02-06 10:00:00,547.7716,16.24,285.1
2020-02-06 10:30:00,554.1628,16.26,285.3
2020-02-06 11:00:00,546.2491,15.05,288.2
2020-02-06 11:30:00,528.4079,14.55,291.7
2020-02-06 12:00:00,497.8682,13.08,293.3
2020-02-06 12:30:00,448.6617,11.48,291.7
2020-02-06 13:00:00,202.4755,12.12,292
2020-02-06 13:30:00,97.10378,10.53,293
2020-02-06 14:00:00,71.12012,13.39,295
2020-02-06 14:30:00,34.46556,13.66,292.6
2020-02-06 15:00:00,18.96858,13.55,290
2020-02-06 15:30:00,3.583922,13.94,292.5
2020-02-06 16:00:00,0.0656625,14.7,291.6
2020-02-06 16:30:00,0.03009346,15.46,290.6
2020-02-06 17:00:00,0.02604255,14.21,291.6
2020-02-06 17:30:00,0.01535779,15,292
2020-02-06 18:00:00,0.01669335,14.49,291.4
2020-02-06 18:30:00,0.02114531,16.49,293.7
2020-02-06 19:00:00,0.01090661,17.43,291.1
2020-02-06 19:30:00,0.02938227,17.23,293.3
2020-02-06 20:00:00,0.02995882,16.93,290.1
2020-02-06 20:30:00,0.08475993,17.5,288.6
2020-02-06 21:00:00,0.009971737,16.42,292
2020-02-06 21:30:00,0.7581226,16.67,297.7
2020-02-06 22:00:00,0.1141409,15.39,29.2
2020-02-06 22:30:00,0,15.58,1.437
2020-02-06 23:00:00,0.004674232,14.77,20.34
2020-02-06 23:30:00,0.0501271,14.52,325.4
2020-02-07 00:00:00,0.05738243,13.33,324.1
2020-02-07 00:30:00,0.0467438,12.12,347
2020-02-07 01:00:00,0.06775832,12.02,42.99
2020-02-07 01:30:00,0.01571627,8.45,334.2
2020-02-07 02:00:00,0.0346835,12.88,304.4
2020-02-07 02:30:00,0.04474564,12.03,292.5
2020-02-07 03:00:00,0.02270751,10.71,300.2
2020-02-07 03:30:00,0.02542423,10.24,302.9
2020-02-07 04:00:00,0.02872275,10.85,290.5
2020-02-07 04:30:00,0.3662723,12.31,297.2
2020-02-07 05:00:00,9.581699,10.44,302.9
2020-02-07 05:30:00,33.28894,10.23,320.7
2020-02-07 06:00:00,52.08656,11.68,326.6
2020-02-07 06:30:00,70.58006,12.44,307.5
2020-02-07 07:00:00,95.93517,12.25,337.6
2020-02-07 07:30:00,124.6301,12.93,32.42
2020-02-07 08:00:00,158.0776,12.65,26.93
2020-02-07 08:30:00,213.6732,12.96,251.7
2020-02-07 09:00:00,210.0516,12.21,255.4
2020-02-07 09:30:00,228.2965,11.44,264.2
2020-02-07 10:00:00,208.3822,10.55,277
2020-02-07 10:30:00,197.3335,10.79,279.1
2020-02-07 11:00:00,178.4576,9.98,279.2
2020-02-07 11:30:00,195.2803,13.04,279.2
2020-02-07 12:00:00,150.7013,12.44,339.2
2020-02-07 12:30:00,110.7202,14.77,18.71
2020-02-07 13:00:00,97.30224,12.21,36.06
2020-02-07 13:30:00,64.68108,11.35,20.25
2020-02-07 14:00:00,39.48349,16.54,358.9
2020-02-07 14:30:00,22.58366,15.68,15.99
2020-02-07 15:00:00,17.1104,14.91,22.39
2020-02-07 15:30:00,1.292014,13.53,20.11
2020-02-07 16:00:00,0.06881279,16.21,359
2020-02-07 16:30:00,0.05678816,12.12,23.45
2020-02-07 17:00:00,0.01469724,11.23,28.85
2020-02-07 17:30:00,0.1038163,13.32,8.47
2020-02-07 18:00:00,0.1106329,13.32,10.49
2020-02-07 18:30:00,0.1563276,11.89,15.08
2020-02-07 19:00:00,0.1237291,11.68,13.8
2020-02-07 19:30:00,0.1916242,11.56,23.56
2020-02-07 20:00:00,0.1063766,12.52,12.88
2020-02-07 20:30:00,0.1114572,13.1,21.26
2020-02-07 21:00:00,0.05461203,13.87,32.06
2020-02-07 21:30:00,0.2231571,13.51,37.44
2020-02-07 22:00:00,0.1591956,13.66,28.96
2020-02-07 22:30:00,0.09420674,11.62,43.91
2020-02-07 23:00:00,0.0538963,13.19,25.66
2020-02-07 23:30:00,0.1211555,12.8,19.14
2020-02-08 00:00:00,0.07149154,12.31,46.94
2020-02-08 00:30:00,0.05679249,12.32,54.6
2020-02-08 01:00:00,0.05763827,12.71,45.22
2020-02-08 01:30:00,0.1047208,12.15,132.3
2020-02-08 02:00:00,0.1195971,16.13,142.4
2020-02-08 02:30:00,0.2164935,16.36,128.6
2020-02-08 03:00:00,0.1002267,17.45,137.6
2020-02-08 03:30:00,0.1369755,16.38,129.5
2020-02-08 04:00:00,0.2097196,15.59,114
2020-02-08 04:30:00,0.3846639,17.04,111
2020-02-08 05:00:00,6.128152,15.92,123
2020-02-08 05:30:00,16.01691,14.62,126.4
2020-02-08 06:00:00,42.56147,16.4,109.8
2020-02-08 06:30:00,51.5275,15.9,115.1
2020-02-08 07:00:00,114.8872,18.19,114.6
2020-02-08 07:30:00,142.5694,16.85,115.8
2020-02-08 08:00:00,151.2012,16.86,122.7
2020-02-08 08:30:00,198.8804,16.8,118.7
2020-02-08 09:00:00,133.4935,18.76,119.6
2020-02-08 09:30:00,188.5522,18.74,100.1
2020-02-08 10:00:00,160.0909,21.6,117.9
2020-02-08 10:30:00,141.9254,16.48,133.8
2020-02-08 11:00:00,133.9414,18.59,114.5
2020-02-08 11:30:00,124.9592,18.25,98.6
2020-02-08 12:00:00,136.5737,17.27,96.5
2020-02-08 12:30:00,107.3845,17.64,100.1
2020-02-08 13:00:00,89.16739,16.61,91.7
2020-02-08 13:30:00,64.2038,12.45,111.6
2020-02-08 14:00:00,51.80829,9.9,116.9
2020-02-08 14:30:00,27.53599,9.15,123.7
2020-02-08 15:00:00,10.40485,7.676,126.6
2020-02-08 15:30:00,1.681581,6.958,120.1
2020-02-08 16:00:00,0.3123186,7.573,116
2020-02-08 16:30:00,0.1146831,10.95,92.7
2020-02-08 17:00:00,0.2023303,9.71,92
2020-02-08 17:30:00,0.137951,8,94.3
2020-02-08 18:00:00,0.04763488,7.75,95.7
2020-02-08 18:30:00,0.05079624,8.78,93.5
2020-02-08 19:00:00,0.01902534,6.13,79.44
2020-02-08 19:30:00,0.1058651,6.406,78.15
2020-02-08 20:00:00,0.1470794,5.993,85.9
2020-02-08 20:30:00,0.002717888,5.595,85.7
2020-02-08 21:00:00,0,4.028,94
2020-02-08 21:30:00,0.004010093,7.179,83.2
2020-02-08 22:00:00,0.01715392,8.03,83.6
2020-02-08 22:30:00,0.03297126,6.77,84.6
2020-02-08 23:00:00,0.006683343,5.617,84.3
2020-02-08 23:30:00,0,4.909,82.1
2020-02-09 00:00:00,0,3.868,89.4
2020-02-09 00:30:00,0,3.003,93.8
2020-02-09 01:00:00,0,2.367,98.5
2020-02-09 01:30:00,0.00721916,1.988,112.8
2020-02-09 02:00:00,0.004144356,1.472,115.2
2020-02-09 02:30:00,0,1.647,97.5
2020-02-09 03:00:00,0,1.519,97.1
2020-02-09 03:30:00,0,1.39,90.5
2020-02-09 04:00:00,0.1268829,1.101,92.4
2020-02-09 04:30:00,0.4600026,1.055,95.7
2020-02-09 05:00:00,8.843922,0.326,105.2
2020-02-09 05:30:00,28.18901,0,0
2020-02-09 06:00:00,60.99498,0,0
2020-02-09 06:30:00,91.5848,0,0
2020-02-09 07:00:00,142.9231,0,0
2020-02-09 07:30:00,158.5996,0,0
2020-02-09 08:00:00,190.5516,0,0
2020-02-09 08:30:00,203.8027,0,0
2020-02-09 09:00:00,232.6766,0,0
2020-02-09 09:30:00,222.5819,0,0
2020-02-09 10:00:00,261.6219,0,0
2020-02-09 10:30:00,229.5664,0,0
2020-02-09 11:00:00,222.8067,0,0
2020-02-09 11:30:00,224.3537,0,0
2020-02-09 12:00:00,188.0188,0,0
2020-02-09 12:30:00,190.8739,0,0
2020-02-09 13:00:00,154.3179,0,0
2020-02-09 13:30:00,129.7621,0,0
2020-02-09 14:00:00,78.49133,0,0
2020-02-09 14:30:00,40.11867,0,0
2020-02-09 15:00:00,16.0997,0,0
2020-02-09 15:30:00,1.750637,0,0
2020-02-09 16:00:00,0,0,0
2020-02-09 16:30:00,0,0,0
2020-02-09 17:00:00,0,0,0
2020-02-09 17:30:00,0,0,0
2020-02-09 18:00:00,0,0,0
2020-02-09 18:30:00,0,0,0
2020-02-09 19:00:00,0,0,0
2020-02-09 19:30:00,0.002674823,0,0
2020-02-09 20:00:00,0.05117771,0,0
2020-02-09 20:30:00,0.09058369,0,0
2020-02-09 21:00:00,0,0,0
2020-02-09 21:30:00,0,0,0
2020-02-09 22:00:00,0.2799973,0,0
2020-02-09 22:30:00,0.3735811,0,0
2020-02-09 23:00:00,0.1920975,0,0
2020-02-09 23:30:00,0.4600178,0,0
2020-02-10 00:00:00,0.4305509,0,0
2020-02-10 00:30:00,0.5807351,0,0
2020-02-10 01:00:00,0.2857994,0,0
2020-02-10 01:30:00,0.1261586,0,0
2020-02-10 02:00:00,0.07890497,0,0
2020-02-10 02:30:00,0.0026747,0,0
2020-02-10 03:00:00,0.002585621,0,0
2020-02-10 03:30:00,0.2179005,0,0
2020-02-10 04:00:00,0.4795279,0,0
2020-02-10 04:30:00,1.068557,0,0
2020-02-10 05:00:00,8.408701,0,0
2020-02-10 05:30:00,27.74449,0,0
2020-02-10 06:00:00,49.5812,0,0
2020-02-10 06:30:00,74.24258,0,0
2020-02-10 07:00:00,104.9837,0,0
2020-02-10 07:30:00,139.0485,0,0
2020-02-10 08:00:00,152.6638,0,0
2020-02-10 08:30:00,154.3265,0,0
2020-02-10 09:00:00,166.0295,0,0
2020-02-10 09:30:00,150.2358,0,0
2020-02-10 10:00:00,149.4583,0,0
2020-02-10 10:30:00,147.016,0,0
2020-02-10 11:00:00,172.7006,0,0
2020-02-10 11:30:00,129.7731,0,0
2020-02-10 12:00:00,121.2585,0,0
2020-02-10 12:30:00,118.7371,0,0
2020-02-10 13:00:00,89.01614,0,0
2020-02-10 13:30:00,62.24022,0,0
2020-02-10 14:00:00,41.84148,0,0
2020-02-10 14:30:00,25.83542,0,0
2020-02-10 15:00:00,11.09613,0,0
2020-02-10 15:30:00,1.96379,0,0
2020-02-10 16:00:00,0.4732247,0,0
2020-02-10 16:30:00,0.0007576269,0,0
2020-02-10 17:00:00,0,0,0
2020-02-10 17:30:00,0,0,0
2020-02-10 18:00:00,0,0,0
2020-02-10 18:30:00,0,0,0
2020-02-10 19:00:00,0,0,0
2020-02-10 19:30:00,0,0,0
2020-02-10 20:00:00,0,0,0
2020-02-10 20:30:00,0,0,0
2020-02-10 21:00:00,0.0006686384,0,0
2020-02-10 21:30:00,0.01756369,0,0
2020-02-10 22:00:00,0.5981082,0,0
2020-02-10 22:30:00,0.4199248,0,0
2020-02-10 23:00:00,0.1013262,0,0
2020-02-10 23:30:00,0.6267725,0,0
2020-02-11 00:00:00,0.1580756,0,0
2020-02-11 00:30:00,0.01965935,0,0
2020-02-11 01:00:00,0.1421587,0,0
2020-02-11 01:30:00,0.4279574,0,0
2020-02-11 02:00:00,0.7347113,0,0
2020-02-11 02:30:00,0.6568068,0,0
2020-02-11 03:00:00,0.2347554,0,0
2020-02-11 03:30:00,0.4257317,0,0
2020-02-11 04:00:00,0.2632396,0,0
2020-02-11 04:30:00,1.475045,0,0
2020-02-11 05:00:00,11.65448,0,0
2020-02-11 05:30:00,97.54598,0,0
2020-02-11 06:00:00,98.80141,0,0
2020-02-11 06:30:00,132.3144,0,0
2020-02-11 07:00:00,162.3243,0,0
2020-02-11 07:30:00,283.0638,0,0
2020-02-11 08:00:00,276.7857,0,0
2020-02-11 08:30:00,318.0928,0,0
2020-02-11 09:00:00,294.5688,0,0
2020-02-11 09:30:00,279.9418,0,0
2020-02-11 10:00:00,350.0589,0,0
2020-02-11 10:30:00,272.1698,0,0
2020-02-11 11:00:00,270.1317,0,0
2020-02-11 11:30:00,250.2346,0,0
2020-02-11 12:00:00,219.2347,0,0
2020-02-11 12:30:00,172.276,0,0
2020-02-11 13:00:00,125.9293,0,0
2020-02-11 13:30:00,100.8065,0,0
2020-02-11 14:00:00,49.85424,0,0
2020-02-11 14:30:00,43.93346,0,0
2020-02-11 15:00:00,14.26394,0,0
2020-02-11 15:30:00,2.599462,0,0
2020-02-11 16:00:00,0.6716964,0,0
2020-02-11 16:30:00,0.3602405,0,0
2020-02-11 17:00:00,0.6842027,0,0
2020-02-11 17:30:00,1.507516,0,0
2020-02-11 18:00:00,1.077172,0,0
2020-02-11 18:30:00,0.5835133,0,0
2020-02-11 19:00:00,0.1067144,0,0
2020-02-11 19:30:00,0.7986115,0,0
2020-02-11 20:00:00,0.6359462,0,0
2020-02-11 20:30:00,0.9319121,0,0
2020-02-11 21:00:00,0.9203192,0,0
2020-02-11 21:30:00,0.6194811,0,0
2020-02-11 22:00:00,0.5300113,0,0
2020-02-11 22:30:00,0.2881891,0,0
2020-02-11 23:00:00,0.163727,0,0
2020-02-11 23:30:00,0.004675301,0,0
2020-02-12 00:00:00,0.09270475,0,0
2020-02-12 00:30:00,0.118351,0,0
2020-02-12 01:00:00,0.05979809,0,0
2020-02-12 01:30:00,0.0510711,0,0
2020-02-12 02:00:00,0.01028561,0,0
2020-02-12 02:30:00,0.06318217,0,0
2020-02-12 03:00:00,0.1068608,0,0
2020-02-12 03:30:00,0,0,0
2020-02-12 04:00:00,0,0,0
2020-02-12 04:30:00,0.5783499,0,0
2020-02-12 05:00:00,9.548979,0,0
2020-02-12 05:30:00,31.4626,0,0
2020-02-12 06:00:00,58.87424,0,0
2020-02-12 06:30:00,88.70271,0,0
2020-02-12 07:00:00,124.9316,0,0
2020-02-12 07:30:00,161.0546,0,89.4
2020-02-12 08:00:00,316.0027,6.046,77.86
2020-02-12 08:30:00,387.7793,11.4,81.4
2020-02-12 09:00:00,329.0532,12.46,82.2
2020-02-12 09:30:00,352.2347,12.55,78.45
2020-02-12 10:00:00,352.1724,12.52,87.2
2020-02-12 10:30:00,322.9949,10.86,90.3
2020-02-12 11:00:00,298.5562,11.64,90
2020-02-12 11:30:00,308.3793,12.19,90.2
2020-02-12 12:00:00,266.6583,11.03,100.6
2020-02-12 12:30:00,245.4371,9.84,101.1
2020-02-12 13:00:00,190.0959,12,99.9
2020-02-12 13:30:00,133.332,12.62,100.6
2020-02-12 14:00:00,87.58974,13.24,101.6
2020-02-12 14:30:00,47.59075,12.9,97.7
2020-02-12 15:00:00,19.5405,12.06,102.1
2020-02-12 15:30:00,5.692417,10.74,78.64
2020-02-12 16:00:00,0.5943239,7.234,46.42
2020-02-12 16:30:00,0.09922589,5.469,18.71
2020-02-12 17:00:00,0.006677557,3.756,41.97
2020-02-12 17:30:00,0.003338793,2.224,44.65
2020-02-12 18:00:00,0.009927019,1.931,44.78
2020-02-12 18:30:00,0.003427702,2.451,48.69
2020-02-12 19:00:00,0.01268719,2.334,51.09
2020-02-12 19:30:00,0.001335472,2.116,51.07
2020-02-12 20:00:00,0.04273492,2.024,50.9
2020-02-12 20:30:00,0.03387659,4.56,262.2
2020-02-12 21:00:00,0.04024193,6.015,209.2
2020-02-12 21:30:00,0.010016,5.736,258.8
2020-02-12 22:00:00,0.0073452,5.955,54.72
2020-02-12 22:30:00,0.008012846,7.405,76.27
2020-02-12 23:00:00,0.02604147,8.58,351.6
2020-02-12 23:30:00,0.002670954,6.933,218.8
2020-02-13 00:00:00,0.005342066,5.304,229.6
2020-02-13 00:30:00,0.002671082,4.173,24.14
2020-02-13 01:00:00,0.006588323,3.515,53.43
2020-02-13 01:30:00,0.001424476,2.739,14.79
2020-02-13 02:00:00,0,2.239,347.9
2020-02-13 02:30:00,0.00267097,2.215,346.3
2020-02-13 03:00:00,0.02533069,2.214,345.5
2020-02-13 03:30:00,0.04260255,5.97,31.79
2020-02-13 04:00:00,0.04206773,7.224,16.84
2020-02-13 04:30:00,1.100308,5.491,3.762
2020-02-13 05:00:00,19.67324,5.014,349.7
2020-02-13 05:30:00,52.36692,4.401,323
2020-02-13 06:00:00,110.6719,4.928,335.2
2020-02-13 06:30:00,158.2255,7.902,344.9
2020-02-13 07:00:00,223.9218,8.44,342.7
2020-02-13 07:30:00,242.7409,7.042,350.5
2020-02-13 08:00:00,286.0289,4.74,3.699
2020-02-13 08:30:00,315.5631,6.124,12.51
2020-02-13 09:00:00,296.4914,6.538,14.41
2020-02-13 09:30:00,310.6812,5.473,21.18
2020-02-13 10:00:00,384.6294,4.855,20.79
2020-02-13 10:30:00,310.3253,5.362,20.85
2020-02-13 11:00:00,312.5696,5.786,21.79
2020-02-13 11:30:00,277.96,5.874,21.53
2020-02-13 12:00:00,251.7947,5.733,17.75
2020-02-13 12:30:00,262.7372,5.46,16.03
2020-02-13 13:00:00,214.1176,5.326,20.54
2020-02-13 13:30:00,111.0918,4.305,27.27
2020-02-13 14:00:00,111.7192,3.224,34.4
2020-02-13 14:30:00,83.48874,2.674,37.39
2020-02-13 15:00:00,35.08151,1.761,33.61
2020-02-13 15:30:00,12.50987,1.915,51.22
2020-02-13 16:00:00,0.2677543,2.093,54.25
2020-02-13 16:30:00,0.02515102,2.38,50.47
2020-02-13 17:00:00,1.770086,1.392,44.48
2020-02-13 17:30:00,1.836153,1.127,13.2
2020-02-13 18:00:00,1.535747,1.545,349.9
2020-02-13 18:30:00,2.159625,1.832,296.1
2020-02-13 19:00:00,2.670546,1.417,291.3
2020-02-13 19:30:00,1.32391,0.985,313.7
2020-02-13 20:00:00,1.201465,1.054,345.8
